年份,季度,企业,品牌,车型,排量,原城市,流向城市,车龄年,数量
2017,第三季度,上汽通用,别克,昂科威,1.5T,大庆市,大庆市,2-3年,3
2017,第三季度,上汽通用,别克,昂科威,2.0T,武汉市,武汉市,2-3年,4
2017,第三季度,上汽通用,别克,昂科威,2.0T,咸宁市,咸宁市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,南通市,南通市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,宜昌市,宜昌市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,南阳市,郑州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,福州市,福州市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,保定市,潍坊市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,徐州市,杭州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,嘉兴市,石家庄市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,琼北,三沙市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,黄南藏族自治州,黄南藏族自治州,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,枣庄市,临沂市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,烟台市,烟台市,2-3年,6
2017,第三季度,上汽通用,别克,昂科威,1.5T,深圳市,西安市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,长沙市,阜阳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,菏泽市,菏泽市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,上海市,上海市,2-3年,35
2017,第三季度,上汽通用,别克,昂科威,1.5T,佳木斯市,双鸭山市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,保定市,保定市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,临沂市,郑州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,兰州市,兰州市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,襄阳市,襄阳市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,曲靖市,曲靖市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,唐山市,天津市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,安阳市,安阳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,汕尾市,深圳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,济宁市,济宁市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,黔南布依族苗族自治州,贵阳市,2-3年,5
2017,第三季度,上汽通用,别克,昂科威,1.5T,抚顺市,沈阳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,平顶山市,平顶山市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,肇庆市,肇庆市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,宜春市,宁波市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,毕节市,毕节市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,桂林市,桂林市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,昆明市,昆明市,2-3年,6
2017,第三季度,上汽通用,别克,昂科威,1.5T,达州市,芜湖市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,焦作市,三门峡市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,西宁市,海西蒙古族藏族自治州,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,宝鸡市,西安市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,白山市,沈阳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,鸡西市,鸡西市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,绥化市,哈尔滨市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,大庆市,齐齐哈尔市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,淮安市,淮安市,2-3年,3
2017,第三季度,上汽通用,别克,昂科威,2.0T,郑州市,乌鲁木齐市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,乌鲁木齐市,乌鲁木齐市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,合肥市,合肥市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,贵阳市,北海市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,武汉市,潍坊市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,扬州市,苏州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,杭州市,上海市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,贵阳市,东莞市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,淄博市,汕头市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,毕节市,青岛市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,成都市,德阳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,广州市,惠州市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,新乡市,鹤壁市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,绍兴市,绍兴市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,湖州市,杭州市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,通化市,通化市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,成都市,资阳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,泉州市,泉州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,烟台市,济宁市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,扬州市,扬州市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,连云港市,太原市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,郴州市,郴州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,内江市,内江市,2-3年,3
2017,第三季度,上汽通用,别克,昂科威,1.5T,贵阳市,长春市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,黄冈市,黄冈市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,深圳市,汕头市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,杭州市,杭州市,1-2年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,绵阳市,大连市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,深圳市,宣城市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,百色市,百色市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,保定市,石家庄市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,怀化市,日照市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,南昌市,南昌市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,广州市,广州市,1-2年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,江门市,广州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,贵阳市,贵阳市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,绵阳市,遂宁市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,淄博市,北京市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,德阳市,成都市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,呼和浩特市,呼和浩特市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,青岛市,巴中市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,长春市,白山市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,济南市,济南市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,阳江市,广州市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,银川市,银川市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,廊坊市,廊坊市,2-3年,3
2017,第三季度,上汽通用,别克,昂科威,2.0T,沧州市,沧州市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,武汉市,武汉市,1-2年,12
2017,第三季度,上汽通用,别克,昂科威,1.5T,萍乡市,萍乡市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,商丘市,商丘市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,乐山市,乐山市,2-3年,3
2017,第三季度,上汽通用,别克,昂科威,2.0T,长沙市,益阳市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,恩施土家族苗族自治州,恩施土家族苗族自治州,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,成都市,张家界市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,赣州市,赣州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,苏州市,苏州市,1-2年,3
2017,第三季度,上汽通用,别克,昂科威,1.5T,郑州市,漯河市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,太原市,榆林市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,资阳市,成都市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,兰州市,兰州市,2-3年,4
2017,第三季度,上汽通用,别克,昂科威,1.5T,抚州市,抚州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,石家庄市,保定市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,惠州市,惠州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,东莞市,东莞市,2-3年,4
2017,第三季度,上汽通用,别克,昂科威,2.0T,九江市,南昌市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,河源市,河源市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,白山市,白山市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,佛山市,佛山市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,台州市,台州市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,北京市,廊坊市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,西安市,宿迁市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,北京市,沧州市,0-1年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,莆田市,莆田市,1-2年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,南充市,广元市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,乌海市,通辽市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,南昌市,南昌市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,清远市,广州市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,昆明市,黔西南布依族苗族自治州,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,黔西南布依族苗族自治州,黔西南布依族苗族自治州,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,郴州市,芜湖市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,长沙市,株洲市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,西安市,西安市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,沧州市,沧州市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,呼和浩特市,呼和浩特市,2-3年,4
2017,第三季度,上汽通用,别克,昂科威,1.5T,太原市,忻州市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,汕头市,惠州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,烟台市,哈尔滨市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,重庆市,达州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,绥化市,哈尔滨市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,益阳市,益阳市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,淄博市,烟台市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,廊坊市,廊坊市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,恩施土家族苗族自治州,重庆市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,嘉兴市,苏州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,昆明市,普洱市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,张掖市,固原市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,张掖市,昌吉回族自治州,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,庆阳市,庆阳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,宜春市,宜春市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,鄂州市,武汉市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,东莞市,青岛市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,郑州市,南阳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,金华市,金华市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,苏州市,苏州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,郑州市,晋城市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,宣城市,上海市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,广州市,广州市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,上海市,淮北市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,石家庄市,天津市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,渭南市,渭南市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,朔州市,朔州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,十堰市,金华市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,衢州市,衢州市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,衢州市,衢州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,惠州市,安庆市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,惠州市,广州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,荆门市,荆门市,2-3年,3
2017,第三季度,上汽通用,别克,昂科威,2.0T,泉州市,沈阳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,郑州市,濮阳市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,河源市,深圳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,宁波市,南通市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,邢台市,邢台市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,厦门市,厦门市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,鹰潭市,鹰潭市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,南宁市,百色市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,丽水市,丽水市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,宁波市,上海市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,福州市,上海市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,白银市,郑州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,阳泉市,广安市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,南京市,上海市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,嘉兴市,嘉兴市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,南通市,昆明市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,石家庄市,石家庄市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,襄阳市,襄阳市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,恩施土家族苗族自治州,恩施土家族苗族自治州,1-2年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,赣州市,赣州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,荆州市,荆州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,无锡市,天津市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,铜川市,铜川市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,长沙市,衡阳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,丽水市,上海市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,渭南市,渭南市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,临沂市,临沂市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,酒泉市,酒泉市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,北京市,承德市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,深圳市,济南市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,乌鲁木齐市,乌鲁木齐市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,嘉兴市,淄博市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,石家庄市,石家庄市,2-3年,9
2017,第三季度,上汽通用,别克,昂科威,2.0T,嘉兴市,佛山市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,湖州市,湖州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,北京市,沧州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,秦皇岛市,秦皇岛市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,中山市,西宁市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,东莞市,广州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,湘潭市,湘潭市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,中山市,中山市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,济宁市,临沂市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,阳江市,阳江市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,嘉兴市,嘉兴市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,鸡西市,鸡西市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,新乡市,太原市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,保定市,保定市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,北京市,石家庄市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,九江市,九江市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,鄂尔多斯市,鄂尔多斯市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,梧州市,桂林市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,南阳市,南阳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,青岛市,青岛市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,大庆市,哈尔滨市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,定西市,定西市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,梅州市,惠州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,芜湖市,芜湖市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,上海市,广安市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,菏泽市,淄博市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,深圳市,深圳市,1-2年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,张掖市,张掖市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,佛山市,泸州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,宜春市,宜春市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,成都市,成都市,2-3年,5
2017,第三季度,上汽通用,别克,昂科威,2.0T,兰州市,上海市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,池州市,铜陵市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,武汉市,忻州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,武汉市,咸宁市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,石河子市,乌鲁木齐市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,葫芦岛市,葫芦岛市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,大连市,衡阳市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,汉中市,汉中市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,宁德市,温州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,扬州市,哈尔滨市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,昆明市,迪庆藏族自治州,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,日照市,日照市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,仙桃市,仙桃市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,西宁市,西宁市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,湖州市,台州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,赤峰市,绍兴市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,西安市,天津市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,上海市,岳阳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,南京市,南京市,2-3年,4
2017,第三季度,上汽通用,别克,昂科威,1.5T,福州市,鸡西市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,北京市,石家庄市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,嘉兴市,嘉兴市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,威海市,北京市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,泰州市,盐城市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,南昌市,南昌市,2-3年,3
2017,第三季度,上汽通用,别克,昂科威,1.5T,嘉峪关市,酒泉市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,合肥市,云浮市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,上海市,芜湖市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,银川市,银川市,2-3年,3
2017,第三季度,上汽通用,别克,昂科威,1.5T,襄阳市,宜昌市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,焦作市,焦作市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,莱芜市,淄博市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,拉萨市,拉萨市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,济源市,郑州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,兴安盟,通辽市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,烟台市,烟台市,2-3年,12
2017,第三季度,上汽通用,别克,昂科威,2.0T,贵阳市,毕节市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,深圳市,揭阳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,邯郸市,北京市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,柳州市,来宾市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,常州市,扬州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,黄石市,怀化市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,陇南市,上海市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,淮安市,黄南藏族自治州,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,西安市,乌鲁木齐市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,东营市,东营市,1-2年,3
2017,第三季度,上汽通用,别克,昂科威,1.5T,苏州市,金华市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,永州市,益阳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,衡阳市,衡阳市,1-2年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,菏泽市,菏泽市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,遵义市,贵港市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,滨州市,东营市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,株洲市,株洲市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,聊城市,宜春市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,德州市,德州市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,成都市,成都市,1-2年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,信阳市,杭州市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,呼伦贝尔市,呼伦贝尔市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,黔南布依族苗族自治州,贵阳市,2-3年,8
2017,第三季度,上汽通用,别克,昂科威,2.0T,黔东南苗族侗族自治州,黔东南苗族侗族自治州,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,珠海市,深圳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,聊城市,聊城市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,泉州市,莆田市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,成都市,成都市,2-3年,6
2017,第三季度,上汽通用,别克,昂科威,1.5T,广州市,茂名市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,厦门市,漳州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,盘锦市,盘锦市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,揭阳市,深圳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,怀化市,长沙市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,重庆市,广安市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,亳州市,亳州市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,杭州市,杭州市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,兰州市,兰州市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,广州市,清远市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,郑州市,郑州市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,铜陵市,池州市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,成都市,郑州市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,宁波市,宁波市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,张家口市,张家口市,1-2年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,孝感市,孝感市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,上海市,成都市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,安顺市,贵阳市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,德阳市,临沂市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,哈尔滨市,沈阳市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,呼伦贝尔市,呼伦贝尔市,1-2年,1
