城市,首次发布时间,标准品牌,标准车系,站点,成份车商名,来源,天眼属性
济南,2017-08-30,福特,嘉年华三厢,淘车,山东润华二手车交易中心有限公司,网络媒体,3
西安,2017-08-30,福特,嘉年华三厢,淘车,看车网（西安）,看车网,2
西安,2017-08-30,福特,嘉年华三厢,淘车,人人车（西安）,人人车网,2
成都,2017-08-30,福特,嘉年华三厢,淘车,看车网（成都）,看车网,2
郑州,2017-08-30,福特,嘉年华三厢,淘车,人人车（郑州）,人人车网,2
南昌,2017-08-30,福特,嘉年华两厢,上海通用,江西运通汽车技术服务有限公司,上汽通用别克,3
合肥,2017-08-30,福特,嘉年华三厢,淘车,人人车（合肥）,人人车网,2
扬州,2017-08-30,福特,嘉年华三厢,华夏二手车,扬州邗江区汇友车行,网络媒体,3
西安,2017-08-30,福特,嘉年华两厢,人人车,人人车（西安）,人人车网,2
上海,2017-08-30,福特,嘉年华两厢,人人车,人人车（上海）,人人车网,2
东莞,2017-08-30,福特,嘉年华两厢,人人车,人人车（东莞）,人人车网,2
杭州,2017-08-30,福特,嘉年华三厢,华夏二手车,杭州同清旧机动车经纪有限公司,网络媒体,3
郑州,2017-08-29,福特,嘉年华两厢,瓜子,瓜子（郑州）,瓜子网,2
石家庄,2017-08-29,福特,嘉年华两厢,瓜子,瓜子（石家庄）,瓜子网,2
台州,2017-08-29,福特,嘉年华两厢,二手车之家,台州市路桥巨兴二手车经纪有限公司,网络媒体,3
东莞,2017-08-29,福特,嘉年华三厢,淘车,人人车（东莞）,人人车网,2
上海,2017-08-29,福特,嘉年华三厢,淘车,人人车（上海）,人人车网,2
常州,2017-08-29,福特,嘉年华三厢,华夏二手车,常州市千里马旧机动车有限公司,网络媒体,3
常州,2017-08-29,福特,嘉年华三厢,二手车之家,常州市宝日旧机动车销售服务有限公司,网络媒体,3
北京,2017-08-29,福特,嘉年华三厢,二手车之家,看车网（北京）,看车网,2
哈尔滨,2017-08-29,福特,嘉年华两厢,二手车之家,广汇认证二手车服务中心,网络媒体,3
东莞,2017-08-29,福特,嘉年华两厢,人人车,人人车（东莞）,人人车网,2
重庆,2017-08-29,福特,嘉年华三厢,二手车之家,看车网（重庆）,看车网,2
重庆,2017-08-29,福特,嘉年华三厢,淘车,看车网（重庆）,看车网,2
西安,2017-08-29,福特,嘉年华三厢,淘车,西安车管家,网络媒体,3
北京,2017-08-29,福特,嘉年华三厢,淘车,人人车（北京）,人人车网,2
厦门,2017-08-29,福特,嘉年华两厢,长安福特,厦门丰骏（长安福特）,长安福特,3
太原,2017-08-29,福特,嘉年华三厢,淘车,太原市福瑞隆晟机动车有限公司,网络媒体,3
北京,2017-08-29,福特,嘉年华两厢,二手车之家,看车网（北京）,看车网,2
常州,2017-08-29,福特,嘉年华两厢,二手车之家,常州市千里马旧机动车有限公司,网络媒体,3
海口,2017-08-29,福特,嘉年华两厢,二手车之家,海南市福德汽车销售服务有限公司,长安福特,3
成都,2017-08-29,福特,嘉年华三厢,淘车,人人车（成都）,人人车网,2
台州,2017-08-29,福特,嘉年华三厢,淘车,台州市路桥巨兴二手车经纪有限公司,网络媒体,3
济南,2017-08-29,福特,嘉年华两厢,二手车之家,山东润华二手车交易中心有限公司,网络媒体,3
青岛,2017-08-29,福特,嘉年华三厢,淘车,人人车（青岛）,人人车网,2
湖州,2017-08-29,福特,嘉年华三厢,淘车,看车网（湖州）,看车网,2
扬州,2017-08-29,福特,嘉年华三厢,淘车,江苏淘车乐扬州公司,网络媒体,2
天津,2017-08-29,福特,嘉年华三厢,淘车,人人车（天津）,人人车网,2
佛山,2017-08-29,福特,嘉年华三厢,淘车,看车网（佛山）,看车网,2
长沙,2017-08-28,福特,嘉年华两厢,瓜子,瓜子（长沙）,瓜子网,2
合肥,2017-08-28,福特,嘉年华三厢,瓜子,瓜子（合肥）,瓜子网,2
徐州,2017-08-28,福特,嘉年华两厢,瓜子,瓜子（徐州）,瓜子网,2
湛江,2017-08-28,福特,嘉年华三厢,淘车,看车网（湛江）,看车网,2
成都,2017-08-28,福特,嘉年华三厢,淘车,人人车（成都）,人人车网,2
深圳,2017-08-28,福特,嘉年华三厢,淘车,人人车（深圳）,人人车网,2
东莞,2017-08-28,福特,嘉年华三厢,淘车,人人车（东莞）,人人车网,2
长春,2017-08-28,福特,嘉年华三厢,淘车,人人车（长春）,人人车网,2
长春,2017-08-28,福特,嘉年华两厢,人人车,人人车（长春）,人人车网,2
重庆,2017-08-28,福特,嘉年华三厢,人人车,人人车（重庆）,人人车网,2
哈尔滨,2017-08-28,福特,嘉年华三厢,淘车,人人车（哈尔滨）,人人车网,2
太原,2017-08-28,福特,嘉年华三厢,淘车,看车网（太原）,看车网,2
哈尔滨,2017-08-28,福特,嘉年华两厢,人人车,人人车（哈尔滨）,人人车网,2
长沙,2017-08-28,福特,嘉年华三厢,人人车,人人车（长沙）,人人车网,2
南京,2017-08-28,福特,嘉年华两厢,人人车,人人车（南京）,人人车网,2
成都,2017-08-28,福特,嘉年华三厢,淘车,看车网（成都）,看车网,2
青岛,2017-08-28,福特,嘉年华三厢,淘车,人人车（青岛）,人人车网,2
青岛,2017-08-28,福特,嘉年华两厢,人人车,人人车（青岛）,人人车网,2
成都,2017-08-28,福特,嘉年华三厢,淘车,看车网（成都）,看车网,2
武汉,2017-08-28,福特,嘉年华三厢,淘车,人人车（武汉）,人人车网,2
潍坊,2017-08-28,福特,嘉年华两厢,二手车之家,潍坊鸿发凯迪汽车销售服务有限公司,上汽通用凯迪拉克,3
深圳,2017-08-28,福特,嘉年华三厢,淘车,人人车（深圳）,人人车网,2
南宁,2017-08-28,福特,嘉年华三厢,淘车,看车网（南宁）,看车网,2
南宁,2017-08-28,福特,嘉年华两厢,二手车之家,看车网（南宁）,看车网,2
苏州,2017-08-28,福特,嘉年华三厢,淘车,人人车（苏州）,人人车网,2
南宁,2017-08-28,福特,嘉年华三厢,淘车,看车网（南宁）,看车网,2
苏州,2017-08-28,福特,嘉年华两厢,人人车,人人车（苏州）,人人车网,2
西安,2017-08-28,福特,嘉年华三厢,淘车,西安车管家,网络媒体,3
常州,2017-08-27,福特,嘉年华两厢,瓜子,瓜子（常州）,瓜子网,2
西安,2017-08-27,福特,嘉年华三厢,淘车,人人车（西安）,人人车网,2
西安,2017-08-27,福特,嘉年华两厢,人人车,人人车（西安）,人人车网,2
成都,2017-08-27,福特,嘉年华两厢,大搜车,成都车先生汽车服务有限公司,网络媒体,2
嘉兴,2017-08-27,福特,嘉年华两厢,二手车之家,桐乡龙飞二手车行,网络媒体,3
扬州,2017-08-27,福特,嘉年华三厢,淘车,江苏淘车乐扬州公司,网络媒体,2
乌鲁木齐,2017-08-27,福特,嘉年华三厢,淘车,人人车（乌鲁木齐）,人人车网,2
东莞,2017-08-27,福特,嘉年华三厢,淘车,人人车（东莞）,人人车网,2
东莞,2017-08-27,福特,嘉年华两厢,人人车,人人车（东莞）,人人车网,2
佛山,2017-08-27,福特,嘉年华三厢,淘车,佛山市南海区蚁王汽车销售部,网络媒体,3
佛山,2017-08-27,福特,嘉年华三厢,淘车,人人车（佛山）,人人车网,2
佛山,2017-08-27,福特,嘉年华两厢,二手车之家,佛山市南海区蚁王汽车销售部,网络媒体,3
贵阳,2017-08-27,福特,嘉年华三厢,淘车,人人车（贵阳）,人人车网,2
哈尔滨,2017-08-27,福特,嘉年华三厢,淘车,人人车（哈尔滨）,人人车网,2
贵阳,2017-08-27,福特,嘉年华两厢,人人车,人人车（贵阳）,人人车网,2
上海,2017-08-27,福特,嘉年华三厢,淘车,人人车（上海）,人人车网,2
成都,2017-08-27,福特,嘉年华三厢,大搜车,成都车先生汽车服务有限公司,网络媒体,2
西安,2017-08-27,福特,嘉年华两厢,二手车之家,西安车管家,网络媒体,3
佛山,2017-08-27,福特,嘉年华两厢,人人车,人人车（佛山）,人人车网,2
济南,2017-08-26,福特,嘉年华两厢,二手车之家,看车网（济南）,看车网,2
青岛,2017-08-26,福特,嘉年华三厢,人人车,人人车（青岛）,人人车网,2
成都,2017-08-26,福特,嘉年华两厢,人人车,人人车（成都）,人人车网,2
佛山,2017-08-26,福特,嘉年华三厢,淘车,看车网（佛山）,看车网,2
上海,2017-08-26,福特,嘉年华三厢,淘车,人人车（上海）,人人车网,2
上海,2017-08-26,福特,嘉年华两厢,人人车,人人车（上海）,人人车网,2
济南,2017-08-26,福特,嘉年华三厢,淘车,看车网（济南）,看车网,2
深圳,2017-08-26,福特,嘉年华三厢,淘车,看车网（深圳）,看车网,2
上海,2017-08-26,福特,嘉年华三厢,淘车,人人车（上海）,人人车网,2
合肥,2017-08-26,福特,嘉年华三厢,淘车,看车网（合肥）,看车网,2
徐州,2017-08-26,福特,嘉年华三厢,淘车,人人车（徐州）,人人车网,2
南昌,2017-08-26,福特,嘉年华三厢,淘车,看车网（南昌）,看车网,2
深圳,2017-08-26,福特,嘉年华三厢,淘车,看车网（深圳）,看车网,2
合肥,2017-08-26,福特,嘉年华三厢,淘车,人人车（合肥）,人人车网,2
深圳,2017-08-26,福特,嘉年华两厢,人人车,人人车（深圳）,人人车网,2
济南,2017-08-26,福特,嘉年华三厢,淘车,看车网（济南）,看车网,2
南通,2017-08-26,福特,嘉年华三厢,淘车,人人车（南通）,人人车网,2
哈尔滨,2017-08-25,福特,嘉年华三厢,瓜子,瓜子（哈尔滨）,瓜子网,2
乌鲁木齐,2017-08-25,福特,嘉年华三厢,淘车,人人车（乌鲁木齐）,人人车网,2
成都,2017-08-25,福特,嘉年华两厢,瓜子,瓜子（成都）,瓜子网,2
徐州,2017-08-25,福特,嘉年华三厢,瓜子,瓜子（徐州）,瓜子网,2
大连,2017-08-25,福特,嘉年华三厢,淘车,人人车（大连）,人人车网,2
西安,2017-08-25,福特,嘉年华三厢,淘车,看车网（西安）,看车网,2
长沙,2017-08-25,福特,嘉年华三厢,淘车,人人车（长沙）,人人车网,2
大连,2017-08-25,福特,嘉年华三厢,淘车,人人车（大连）,人人车网,2
泉州,2017-08-25,福特,嘉年华三厢,二手车之家,晋江市永和镇恒鑫机动车服务部,网络媒体,3
长沙,2017-08-25,福特,嘉年华两厢,人人车,人人车（长沙）,人人车网,2
西安,2017-08-25,福特,嘉年华三厢,二手车之家,看车网（西安）,看车网,2
重庆,2017-08-25,福特,嘉年华三厢,淘车,人人车（重庆）,人人车网,2
西安,2017-08-25,福特,嘉年华两厢,二手车之家,看车网（西安）,看车网,2
深圳,2017-08-25,福特,嘉年华三厢,二手车之家,深圳市新大运车城有限公司,网络媒体,3
西安,2017-08-25,福特,嘉年华三厢,人人车,人人车（西安）,人人车网,2
泰州,2017-08-25,福特,嘉年华两厢,瓜子,瓜子（泰州）,瓜子网,2
西安,2017-08-25,福特,嘉年华三厢,淘车,看车网（西安）,看车网,2
西安,2017-08-25,福特,嘉年华三厢,淘车,看车网（西安）,看车网,2
济南,2017-08-25,福特,嘉年华两厢,二手车之家,山东润华二手车交易中心有限公司,网络媒体,3
青岛,2017-08-25,福特,嘉年华三厢,淘车,人人车（青岛）,人人车网,2
珠海,2017-08-25,福特,嘉年华三厢,二手车之家,看车网（珠海）,看车网,2
苏州,2017-08-24,福特,嘉年华三厢,淘车,看车网（苏州）,看车网,2
济南,2017-08-24,福特,嘉年华两厢,瓜子,瓜子（济南）,瓜子网,2
佛山,2017-08-24,福特,嘉年华三厢,淘车,人人车（佛山）,人人车网,2
苏州,2017-08-24,福特,嘉年华两厢,二手车之家,看车网（苏州）,看车网,2
苏州,2017-08-24,福特,嘉年华两厢,二手车之家,苏州信宝行汽车销售服务有限公司,华晨宝马,3
合肥,2017-08-24,福特,嘉年华两厢,二手车之家,看车网（合肥）,看车网,2
苏州,2017-08-24,福特,嘉年华两厢,二手车之家,看车网（苏州）,看车网,2
济南,2017-08-24,福特,嘉年华三厢,二手车之家,济南万诚汽车销售有限公司,网络媒体,3
苏州,2017-08-24,福特,嘉年华三厢,淘车,看车网（苏州）,看车网,2
成都,2017-08-24,福特,嘉年华三厢,人人车,人人车（成都）,人人车网,2
淮安,2017-08-24,福特,嘉年华三厢,二手车之家,淮安百达二手车,网络媒体,3
深圳,2017-08-24,福特,嘉年华三厢,淘车,人人车（深圳）,人人车网,2
西安,2017-08-24,福特,嘉年华三厢,淘车,看车网（西安）,看车网,2
成都,2017-08-24,福特,嘉年华三厢,淘车,看车网（成都）,看车网,2
苏州,2017-08-24,福特,嘉年华两厢,二手车之家,看车网（苏州）,看车网,2
西安,2017-08-24,福特,嘉年华三厢,淘车,看车网（西安）,看车网,2
南京,2017-08-23,福特,嘉年华三厢,淘车,人人车（南京）,人人车网,2
无锡,2017-08-23,福特,嘉年华两厢,瓜子,瓜子（无锡）,瓜子网,2
南京,2017-08-23,福特,嘉年华三厢,人人车,人人车（南京）,人人车网,2
南昌,2017-08-23,福特,嘉年华三厢,瓜子,瓜子（南昌）,瓜子网,2
成都,2017-08-23,福特,嘉年华两厢,二手车之家,成都车先生汽车服务有限公司,网络媒体,2
重庆,2017-08-23,福特,嘉年华三厢,淘车,人人车（重庆）,人人车网,2
南昌,2017-08-23,福特,嘉年华三厢,淘车,看车网（南昌）,看车网,2
扬州,2017-08-23,福特,嘉年华两厢,二手车之家,江苏淘车乐扬州公司,网络媒体,2
贵阳,2017-08-23,福特,嘉年华三厢,淘车,人人车（贵阳）,人人车网,2
大连,2017-08-23,福特,嘉年华三厢,淘车,人人车（大连）,人人车网,2
武汉,2017-08-23,福特,嘉年华两厢,二手车之家,武汉美利二手车,网络媒体,3
赤峰,2017-08-23,福特,嘉年华三厢,二手车之家,赤峰奥邦汽车服务有限公司,一汽奥迪,3
天津,2017-08-23,福特,嘉年华三厢,淘车,人人车（天津）,人人车网,2
大连,2017-08-23,福特,嘉年华三厢,淘车,人人车（大连）,人人车网,2
大连,2017-08-23,福特,嘉年华两厢,人人车,人人车（大连）,人人车网,2
乌鲁木齐,2017-08-23,福特,嘉年华两厢,二手车之家,看车网（乌鲁木齐）,看车网,2
南京,2017-08-23,福特,嘉年华三厢,淘车,人人车（南京）,人人车网,2
乐山,2017-08-23,福特,嘉年华三厢,二手车之家,乐山晶鑫二手车经纪有限责任公司,网络媒体,3
湖州,2017-08-23,福特,嘉年华两厢,二手车之家,湖州广豪汽车有限公司,网络媒体,3
南京,2017-08-23,福特,嘉年华两厢,人人车,人人车（南京）,人人车网,2
宁波,2017-08-23,福特,嘉年华两厢,瓜子,瓜子（宁波）,瓜子网,2
长春,2017-08-23,福特,嘉年华三厢,淘车,人人车（长春）,人人车网,2
深圳,2017-08-23,福特,嘉年华三厢,二手车之家,看车网（深圳）,看车网,2
石家庄,2017-08-23,福特,嘉年华三厢,淘车,看车网（石家庄）,看车网,2
湖州,2017-08-23,福特,嘉年华三厢,华夏二手车,湖州广豪汽车有限公司,网络媒体,3
扬州,2017-08-23,福特,嘉年华三厢,淘车,江苏淘车乐扬州公司,网络媒体,2
淮安,2017-08-22,福特,嘉年华两厢,二手车之家,江苏淘车乐淮安分公司,网络媒体,2
石家庄,2017-08-22,福特,嘉年华三厢,淘车,河北联润美迪汽车贸易有限公司,一汽奥迪,3
石家庄,2017-08-22,福特,嘉年华两厢,瓜子,瓜子（石家庄）,瓜子网,2
佛山,2017-08-22,福特,嘉年华三厢,淘车,人人车（佛山）,人人车网,2
惠州,2017-08-22,福特,嘉年华三厢,淘车,人人车（惠州）,人人车网,2
武汉,2017-08-22,福特,嘉年华三厢,淘车,人人车（武汉）,人人车网,2
武汉,2017-08-22,福特,嘉年华三厢,淘车,人人车（武汉）,人人车网,2
南通,2017-08-22,福特,嘉年华三厢,淘车,看车网（南通）,看车网,2
深圳,2017-08-22,福特,嘉年华三厢,淘车,人人车（深圳）,人人车网,2
长春,2017-08-22,福特,嘉年华三厢,淘车,人人车（长春）,人人车网,2
郑州,2017-08-22,福特,嘉年华三厢,淘车,人人车（郑州）,人人车网,2
重庆,2017-08-22,福特,嘉年华三厢,淘车,人人车（重庆）,人人车网,2
南宁,2017-08-22,福特,嘉年华三厢,淘车,人人车（南宁）,人人车网,2
保定,2017-08-22,福特,嘉年华三厢,淘车,看车网（保定）,看车网,2
长沙,2017-08-22,福特,嘉年华两厢,二手车之家,湖南华运通汽车销售有限公司,一汽奥迪,3
太原,2017-08-22,福特,嘉年华三厢,淘车,看车网（太原）,看车网,2
贵阳,2017-08-22,福特,嘉年华三厢,淘车,人人车（贵阳）,人人车网,2
常州,2017-08-22,福特,嘉年华两厢,长安福特,常州欧派罗（长安福特）,长安福特,3
深圳,2017-08-22,福特,嘉年华三厢,淘车,人人车（深圳）,人人车网,2
南昌,2017-08-22,福特,嘉年华三厢,淘车,看车网（南昌）,看车网,2
苏州,2017-08-22,福特,嘉年华三厢,淘车,看车网（苏州）,看车网,2
深圳,2017-08-22,福特,嘉年华两厢,人人车,人人车（深圳）,人人车网,2
青岛,2017-08-22,福特,嘉年华三厢,瓜子,瓜子（青岛）,瓜子网,2
合肥,2017-08-22,福特,嘉年华三厢,淘车,看车网（合肥）,看车网,2
苏州,2017-08-22,福特,嘉年华两厢,二手车之家,看车网（苏州）,看车网,2
贵阳,2017-08-22,福特,嘉年华三厢,淘车,人人车（贵阳）,人人车网,2
武汉,2017-08-22,福特,嘉年华三厢,人人车,人人车（武汉）,人人车网,2
温州,2017-08-22,福特,嘉年华两厢,二手车之家,温州市好平汽车服务有限公司,网络媒体,3
成都,2017-08-22,福特,嘉年华三厢,淘车,人人车（成都）,人人车网,2
沈阳,2017-08-21,福特,嘉年华两厢,瓜子,瓜子（沈阳）,瓜子网,2
天津,2017-08-21,福特,嘉年华三厢,瓜子,瓜子（天津）,瓜子网,2
成都,2017-08-21,福特,嘉年华两厢,人人车,人人车（成都）,人人车网,2
