城市,首次发布时间,标准品牌,标准车系,站点,成份车商名,来源,天眼属性
大同,2017-09-12,福特,嘉年华三厢,瓜子,瓜子（大同）,瓜子网,2
天津,2017-09-12,福特,嘉年华两厢,瓜子,瓜子（天津）,瓜子网,2
佛山,2017-09-12,福特,嘉年华三厢,瓜子,瓜子（佛山）,瓜子网,2
桂林,2017-09-12,福特,嘉年华两厢,淘车,看车网（桂林）,看车网,2
石家庄,2017-09-12,福特,嘉年华两厢,淘车,人人车（石家庄）,人人车网,2
扬州,2017-09-12,福特,嘉年华三厢,二手车之家,广陵区车缘之佳汽车服务中心,网络媒体,3
青岛,2017-09-12,福特,嘉年华三厢,瓜子,瓜子（青岛）,瓜子网,2
青岛,2017-09-12,福特,嘉年华三厢,上海通用,青岛成达汽车销售集团有限公司,上汽通用别克,3
滨州,2017-09-11,福特,嘉年华两厢,瓜子,瓜子（滨州）,瓜子网,2
呼和浩特,2017-09-11,福特,嘉年华两厢,人人车,人人车（呼和浩特）,人人车网,2
重庆,2017-09-11,福特,嘉年华三厢,淘车,人人车（重庆）,人人车网,2
重庆,2017-09-11,福特,嘉年华三厢,人人车,人人车（重庆）,人人车网,2
南昌,2017-09-11,福特,嘉年华两厢,瓜子,瓜子（南昌）,瓜子网,2
襄阳,2017-09-11,福特,嘉年华两厢,瓜子,瓜子（襄阳）,瓜子网,2
成都,2017-09-11,福特,嘉年华两厢,大搜车,四川好车易到汽车销售服务有限公司,网络媒体,3
福建,2017-09-11,福特,嘉年华三厢,东风悦达起亚,福建省亿海汽车销售有限公司,东风悦达起亚,3
成都,2017-09-11,福特,嘉年华两厢,人人车,人人车（成都）,人人车网,2
潍坊,2017-09-11,福特,嘉年华三厢,人人车,人人车（潍坊）,人人车网,2
菏泽,2017-09-11,福特,嘉年华两厢,二手车之家,菏泽世泰汽车销售服务有限公司,一汽奥迪,3
深圳,2017-09-11,福特,嘉年华两厢,瓜子,瓜子（深圳）,瓜子网,2
南通,2017-09-11,福特,嘉年华三厢,瓜子,瓜子（南通）,瓜子网,2
南宁,2017-09-11,福特,嘉年华两厢,人人车,人人车（南宁）,人人车网,2
淄博,2017-09-11,福特,嘉年华三厢,瓜子,瓜子（淄博）,瓜子网,2
广州,2017-09-11,福特,嘉年华两厢,人人车,人人车（广州）,人人车网,2
哈尔滨,2017-09-11,福特,嘉年华两厢,人人车,人人车（哈尔滨）,人人车网,2
石家庄,2017-09-11,福特,嘉年华两厢,二手车之家,看车网（石家庄）,看车网,2
包头,2017-09-11,福特,嘉年华两厢,瓜子,瓜子（包头）,瓜子网,2
南通,2017-09-11,福特,嘉年华两厢,人人车,人人车（南通）,人人车网,2
南京,2017-09-11,福特,嘉年华两厢,瓜子,瓜子（南京）,瓜子网,2
兰州,2017-09-11,福特,嘉年华三厢,二手车之家,兰州新奥驰泰汽车销售服务有限公司,一汽奥迪,3
哈尔滨,2017-09-11,福特,嘉年华两厢,人人车,人人车（哈尔滨）,人人车网,2
青岛,2017-09-11,福特,嘉年华两厢,瓜子,瓜子（青岛）,瓜子网,2
昆明,2017-09-11,福特,嘉年华两厢,淘车,看车网（昆明）,看车网,2
苏州,2017-09-11,福特,嘉年华两厢,二手车之家,看车网（苏州）,看车网,2
南京,2017-09-11,福特,嘉年华两厢,淘车,南京天众汽车销售服务有限公司,上汽大众,3
宁波,2017-09-11,福特,嘉年华两厢,二手车之家,宁波市鄞州一号线汽车服务有限公司,网络媒体,3
兰州,2017-09-11,福特,嘉年华两厢,淘车,兰州新奥驰泰汽车销售服务有限公司,一汽奥迪,3
苏州,2017-09-11,福特,嘉年华两厢,淘车,看车网（苏州）,看车网,2
长春,2017-09-10,福特,嘉年华两厢,淘车,人人车（长春）,人人车网,2
清远,2017-09-10,福特,嘉年华两厢,淘车,看车网（清远）,看车网,2
自贡,2017-09-10,福特,嘉年华两厢,瓜子,瓜子（自贡）,瓜子网,2
杭州,2017-09-10,福特,嘉年华两厢,人人车,人人车（杭州）,人人车网,2
镇江,2017-09-10,福特,嘉年华两厢,淘车,江苏淘车乐镇江公司,网络媒体,2
南通,2017-09-10,福特,嘉年华三厢,人人车,人人车（南通）,人人车网,2
乌鲁木齐,2017-09-10,福特,嘉年华三厢,人人车,人人车（乌鲁木齐）,人人车网,2
深圳,2017-09-10,福特,嘉年华三厢,人人车,人人车（深圳）,人人车网,2
南京,2017-09-10,福特,嘉年华三厢,淘车,看车网（南京）,看车网,2
菏泽,2017-09-10,福特,嘉年华两厢,二手车之家,菏泽世泰汽车销售服务有限公司,一汽奥迪,3
苏州,2017-09-10,福特,嘉年华三厢,人人车,人人车（苏州）,人人车网,2
郑州,2017-09-10,福特,嘉年华三厢,淘车,看车网（郑州）,看车网,2
苏州,2017-09-10,福特,嘉年华两厢,淘车,人人车（苏州）,人人车网,2
深圳,2017-09-10,福特,嘉年华三厢,淘车,人人车（深圳）,人人车网,2
新乡,2017-09-10,福特,嘉年华三厢,瓜子,瓜子（新乡）,瓜子网,2
天津,2017-09-10,福特,嘉年华三厢,瓜子,瓜子（天津）,瓜子网,2
佛山,2017-09-10,福特,嘉年华两厢,二手车之家,看车网（佛山）,看车网,2
沈阳,2017-09-10,福特,嘉年华两厢,瓜子,瓜子（沈阳）,瓜子网,2
南昌,2017-09-09,福特,嘉年华三厢,淘车,南昌旭辉淘车信息服务有限公司,网络媒体,3
合肥,2017-09-09,福特,嘉年华三厢,淘车,人人车（合肥）,人人车网,2
昆明,2017-09-09,福特,嘉年华两厢,淘车,看车网（昆明）,看车网,2
昆明,2017-09-09,福特,嘉年华两厢,淘车,看车网（昆明）,看车网,2
南昌,2017-09-09,福特,嘉年华三厢,二手车之家,江西运通汽车技术服务有限公司,上汽通用别克,3
成都,2017-09-09,福特,嘉年华两厢,淘车,人人车（成都）,人人车网,2
成都,2017-09-09,福特,嘉年华两厢,淘车,人人车（成都）,人人车网,2
上海,2017-09-09,福特,嘉年华两厢,淘车,人人车（上海）,人人车网,2
达州,2017-09-09,福特,嘉年华三厢,瓜子,瓜子（达州）,瓜子网,2
沈阳,2017-09-09,福特,嘉年华两厢,淘车,人人车（沈阳）,人人车网,2
杭州,2017-09-09,福特,嘉年华两厢,瓜子,瓜子（杭州）,瓜子网,2
东莞,2017-09-09,福特,嘉年华两厢,淘车,人人车（东莞）,人人车网,2
东莞,2017-09-09,福特,嘉年华三厢,淘车,人人车（东莞）,人人车网,2
青岛,2017-09-09,福特,嘉年华两厢,淘车,人人车（青岛）,人人车网,2
盐城,2017-09-09,福特,嘉年华两厢,二手车之家,江苏森风怀德汽车销售有限公司,一汽奥迪,3
苏州,2017-09-09,福特,嘉年华三厢,瓜子,瓜子（苏州）,瓜子网,2
惠州,2017-09-09,福特,嘉年华三厢,淘车,人人车（惠州）,人人车网,2
南昌,2017-09-09,福特,嘉年华三厢,瓜子,瓜子（南昌）,瓜子网,2
合肥,2017-09-09,福特,嘉年华两厢,淘车,人人车（合肥）,人人车网,2
济宁,2017-09-09,福特,嘉年华三厢,瓜子,瓜子（济宁）,瓜子网,2
成都,2017-09-09,福特,嘉年华两厢,瓜子,瓜子（成都）,瓜子网,2
北京,2017-09-09,福特,嘉年华两厢,淘车,人人车（北京）,人人车网,2
哈尔滨,2017-09-09,福特,嘉年华两厢,淘车,人人车（哈尔滨）,人人车网,2
石家庄,2017-09-09,福特,嘉年华两厢,淘车,人人车（石家庄）,人人车网,2
徐州,2017-09-09,福特,嘉年华两厢,淘车,人人车（徐州）,人人车网,2
中山,2017-09-09,福特,嘉年华两厢,淘车,看车网（中山）,看车网,2
成都,2017-09-09,福特,嘉年华两厢,淘车,人人车（成都）,人人车网,2
成都,2017-09-09,福特,嘉年华两厢,瓜子,瓜子（成都）,瓜子网,2
烟台,2017-09-09,福特,嘉年华两厢,瓜子,瓜子（烟台）,瓜子网,2
南宁,2017-09-08,福特,嘉年华两厢,淘车,看车网（南宁）,看车网,2
青岛,2017-09-08,福特,嘉年华两厢,淘车,人人车（青岛）,人人车网,2
昆明,2017-09-08,福特,嘉年华两厢,淘车,人人车（昆明）,人人车网,2
上海,2017-09-08,福特,嘉年华三厢,瓜子,瓜子（上海）,瓜子网,2
潍坊,2017-09-08,福特,嘉年华三厢,瓜子,瓜子（潍坊）,瓜子网,2
南宁,2017-09-08,福特,嘉年华两厢,淘车,人人车（南宁）,人人车网,2
南京,2017-09-08,福特,嘉年华两厢,淘车,看车网（南京）,看车网,2
乌鲁木齐,2017-09-08,福特,嘉年华三厢,淘车,人人车（乌鲁木齐）,人人车网,2
南京,2017-09-08,福特,嘉年华三厢,淘车,看车网（南京）,看车网,2
石家庄,2017-09-08,福特,嘉年华两厢,淘车,人人车（石家庄）,人人车网,2
南京,2017-09-08,福特,嘉年华两厢,淘车,看车网（南京）,看车网,2
合肥,2017-09-08,福特,嘉年华两厢,淘车,看车网（合肥）,看车网,2
上海,2017-09-08,福特,嘉年华两厢,瓜子,瓜子（上海）,瓜子网,2
济南,2017-09-08,福特,嘉年华三厢,瓜子,瓜子（济南）,瓜子网,2
广州,2017-09-08,福特,嘉年华三厢,淘车,人人车（广州）,人人车网,2
上海,2017-09-08,福特,嘉年华两厢,淘车,人人车（上海）,人人车网,2
南通,2017-09-08,福特,嘉年华三厢,淘车,人人车（南通）,人人车网,2
成都,2017-09-08,福特,嘉年华两厢,淘车,人人车（成都）,人人车网,2
西安,2017-09-08,福特,嘉年华三厢,瓜子,瓜子（西安）,瓜子网,2
成都,2017-09-08,福特,嘉年华三厢,大搜车,成都车先生汽车服务有限公司,网络媒体,2
成都,2017-09-08,福特,嘉年华三厢,二手车之家,成都车先生汽车服务有限公司,网络媒体,2
贵阳,2017-09-08,福特,嘉年华两厢,淘车,贵阳业飞二手车公司,网络媒体,3
南通,2017-09-08,福特,嘉年华三厢,瓜子,瓜子（南通）,瓜子网,2
深圳,2017-09-08,福特,嘉年华三厢,瓜子,瓜子（深圳）,瓜子网,2
天津,2017-09-08,福特,嘉年华两厢,长安福特,天津远大（长安福特）,长安福特,3
哈尔滨,2017-09-08,福特,嘉年华三厢,二手车之家,黑龙江省名车汇经贸有限公司,网络媒体,3
武汉,2017-09-08,福特,嘉年华两厢,瓜子,瓜子（武汉）,瓜子网,2
合肥,2017-09-08,福特,嘉年华两厢,二手车之家,看车网（合肥）,看车网,2
南宁,2017-09-08,福特,嘉年华两厢,二手车之家,看车网（南宁）,看车网,2
南宁,2017-09-08,福特,嘉年华两厢,二手车之家,看车网（南宁）,看车网,2
贵阳,2017-09-07,福特,嘉年华三厢,淘车,看车网（贵阳）,看车网,2
德州,2017-09-07,福特,嘉年华两厢,瓜子,瓜子（德州）,瓜子网,2
福州,2017-09-07,福特,嘉年华两厢,二手车之家,福建省润通汽车销售服务有限责任公司,一汽奥迪,3
上海,2017-09-07,福特,嘉年华两厢,瓜子,瓜子（上海）,瓜子网,2
大连,2017-09-07,福特,嘉年华三厢,瓜子,瓜子（大连）,瓜子网,2
南宁,2017-09-07,福特,嘉年华两厢,二手车之家,看车网（南宁）,看车网,2
福州,2017-09-07,福特,嘉年华两厢,瓜子,瓜子（福州）,瓜子网,2
常州,2017-09-07,福特,嘉年华两厢,瓜子,瓜子（常州）,瓜子网,2
大连,2017-09-07,福特,嘉年华两厢,淘车,人人车（大连）,人人车网,2
淮安,2017-09-07,福特,嘉年华三厢,瓜子,瓜子（淮安）,瓜子网,2
南京,2017-09-07,福特,嘉年华两厢,淘车,看车网（南京）,看车网,2
南京,2017-09-07,福特,嘉年华两厢,淘车,人人车（南京）,人人车网,2
东莞,2017-09-07,福特,嘉年华两厢,淘车,人人车（东莞）,人人车网,2
广州,2017-09-07,福特,嘉年华两厢,淘车,人人车（广州）,人人车网,2
广州,2017-09-07,福特,嘉年华两厢,淘车,人人车（广州）,人人车网,2
北京,2017-09-07,福特,嘉年华两厢,淘车,人人车（北京）,人人车网,2
上海,2017-09-07,福特,嘉年华两厢,淘车,人人车（上海）,人人车网,2
上海,2017-09-07,福特,嘉年华两厢,淘车,人人车（上海）,人人车网,2
重庆,2017-09-07,福特,嘉年华两厢,淘车,人人车（重庆）,人人车网,2
重庆,2017-09-07,福特,嘉年华两厢,淘车,人人车（重庆）,人人车网,2
长春,2017-09-07,福特,嘉年华两厢,淘车,人人车（长春）,人人车网,2
西安,2017-09-07,福特,嘉年华两厢,淘车,西安优自得汽车销售服务有限公司,网络媒体,3
襄阳,2017-09-07,福特,嘉年华三厢,瓜子,瓜子（襄阳）,瓜子网,2
衡水,2017-09-07,福特,嘉年华两厢,二手车之家,衡水联奥汽车贸易有限公司,一汽奥迪,3
大连,2017-09-07,福特,嘉年华三厢,瓜子,瓜子（大连）,瓜子网,2
福州,2017-09-07,福特,嘉年华两厢,瓜子,瓜子（福州）,瓜子网,2
赣州,2017-09-07,福特,嘉年华两厢,淘车,看车网（赣州）,看车网,2
柳州,2017-09-06,福特,嘉年华两厢,二手车之家,柳州市鼎航车业,网络媒体,3
上海,2017-09-06,福特,嘉年华两厢,瓜子,瓜子（上海）,瓜子网,2
大连,2017-09-06,福特,嘉年华三厢,瓜子,瓜子（大连）,瓜子网,2
重庆,2017-09-06,福特,嘉年华两厢,二手车之家,重庆车之宝汽车,网络媒体,3
哈尔滨,2017-09-06,福特,嘉年华两厢,淘车,人人车（哈尔滨）,人人车网,2
贵阳,2017-09-06,福特,嘉年华两厢,二手车之家,看车网（贵阳）,看车网,2
大连,2017-09-06,福特,嘉年华三厢,淘车,看车网（大连）,看车网,2
苏州,2017-09-06,福特,嘉年华三厢,淘车,看车网（苏州）,看车网,2
沈阳,2017-09-06,福特,嘉年华两厢,淘车,人人车（沈阳）,人人车网,2
苏州,2017-09-06,福特,嘉年华三厢,瓜子,瓜子（苏州）,瓜子网,2
深圳,2017-09-06,福特,嘉年华两厢,淘车,人人车（深圳）,人人车网,2
重庆,2017-09-06,福特,嘉年华两厢,瓜子,瓜子（重庆）,瓜子网,2
哈尔滨,2017-09-06,福特,嘉年华三厢,瓜子,瓜子（哈尔滨）,瓜子网,2
扬州,2017-09-06,福特,嘉年华两厢,瓜子,瓜子（扬州）,瓜子网,2
西安,2017-09-06,福特,嘉年华两厢,瓜子,瓜子（西安）,瓜子网,2
运城,2017-09-06,福特,嘉年华三厢,瓜子,瓜子（运城）,瓜子网,2
南京,2017-09-06,福特,嘉年华三厢,瓜子,瓜子（南京）,瓜子网,2
徐州,2017-09-06,福特,嘉年华两厢,淘车,人人车（徐州）,人人车网,2
杭州,2017-09-06,福特,嘉年华两厢,瓜子,瓜子（杭州）,瓜子网,2
西安,2017-09-06,福特,嘉年华两厢,瓜子,瓜子（西安）,瓜子网,2
镇江,2017-09-06,福特,嘉年华两厢,淘车,江苏淘车乐镇江公司,网络媒体,2
济南,2017-09-06,福特,嘉年华两厢,瓜子,瓜子（济南）,瓜子网,2
成都,2017-09-05,福特,嘉年华两厢,大搜车,四川好车易到汽车销售服务有限公司,网络媒体,3
南昌,2017-09-05,福特,嘉年华三厢,淘车,看车网（南昌）,看车网,2
南昌,2017-09-05,福特,嘉年华两厢,淘车,看车网（南昌）,看车网,2
南昌,2017-09-05,福特,嘉年华三厢,淘车,看车网（南昌）,看车网,2
济宁,2017-09-05,福特,嘉年华两厢,淘车,看车网（济宁）,看车网,2
济南,2017-09-05,福特,嘉年华两厢,瓜子,瓜子（济南）,瓜子网,2
无锡,2017-09-05,福特,嘉年华两厢,瓜子,瓜子（无锡）,瓜子网,2
石家庄,2017-09-05,福特,嘉年华两厢,二手车之家,看车网（石家庄）,看车网,2
佛山,2017-09-05,福特,嘉年华两厢,二手车之家,易信二手车行,网络媒体,3
嘉兴,2017-09-05,福特,嘉年华两厢,瓜子,瓜子（嘉兴）,瓜子网,2
西安,2017-09-05,福特,嘉年华两厢,瓜子,瓜子（西安）,瓜子网,2
大连,2017-09-05,福特,嘉年华三厢,淘车,看车网（大连）,看车网,2
南京,2017-09-05,福特,嘉年华两厢,淘车,看车网（南京）,看车网,2
南京,2017-09-05,福特,嘉年华两厢,淘车,看车网（南京）,看车网,2
南京,2017-09-05,福特,嘉年华两厢,淘车,人人车（南京）,人人车网,2
常州,2017-09-05,福特,嘉年华两厢,二手车之家,常州市宝日旧机动车销售服务有限公司,网络媒体,3
桂林,2017-09-05,福特,嘉年华两厢,瓜子,瓜子（桂林）,瓜子网,2
大连,2017-09-05,福特,嘉年华两厢,二手车之家,看车网（大连）,看车网,2
济南,2017-09-05,福特,嘉年华三厢,二手车之家,山东威德路汽车有限公司,网络媒体,3
西安,2017-09-05,福特,嘉年华两厢,瓜子,瓜子（西安）,瓜子网,2
洛阳,2017-09-04,福特,嘉年华两厢,淘车,人人车（洛阳）,人人车网,2
无锡,2017-09-04,福特,嘉年华三厢,淘车,人人车（无锡）,人人车网,2
深圳,2017-09-04,福特,嘉年华两厢,瓜子,瓜子（深圳）,瓜子网,2
合肥,2017-09-04,福特,嘉年华两厢,淘车,看车网（合肥）,看车网,2
南京,2017-09-04,福特,嘉年华三厢,瓜子,瓜子（南京）,瓜子网,2
济南,2017-09-04,福特,嘉年华两厢,二手车之家,看车网（济南）,看车网,2
长沙,2017-09-04,福特,嘉年华两厢,二手车之家,长沙果达二手车行,网络媒体,3
汕头,2017-09-04,福特,嘉年华三厢,瓜子,瓜子（汕头）,瓜子网,2
北京,2017-09-04,福特,嘉年华两厢,瓜子,瓜子（北京）,瓜子网,2
西安,2017-09-04,福特,嘉年华两厢,二手车之家,西安优自得汽车销售服务有限公司,网络媒体,3
南京,2017-09-04,福特,嘉年华两厢,淘车,人人车（南京）,人人车网,2
郑州,2017-09-04,福特,嘉年华两厢,淘车,人人车（郑州）,人人车网,2
绵阳,2017-09-04,福特,嘉年华两厢,瓜子,瓜子（绵阳）,瓜子网,2
济南,2017-09-04,福特,嘉年华三厢,淘车,人人车（济南）,人人车网,2
杭州,2017-09-04,福特,嘉年华三厢,淘车,人人车（杭州）,人人车网,2
宜宾,2017-09-03,福特,嘉年华两厢,瓜子,瓜子（宜宾）,瓜子网,2
深圳,2017-09-03,福特,嘉年华三厢,瓜子,瓜子（深圳）,瓜子网,2
郑州,2017-09-03,福特,嘉年华三厢,淘车,人人车（郑州）,人人车网,2
厦门,2017-09-03,福特,嘉年华两厢,瓜子,瓜子（厦门）,瓜子网,2
南京,2017-09-03,福特,嘉年华三厢,淘车,看车网（南京）,看车网,2
保定,2017-09-03,福特,嘉年华三厢,淘车,看车网（保定）,看车网,2
成都,2017-09-03,福特,嘉年华三厢,淘车,看车网（成都）,看车网,2
南宁,2017-09-03,福特,嘉年华三厢,淘车,看车网（南宁）,看车网,2
重庆,2017-09-03,福特,嘉年华三厢,淘车,人人车（重庆）,人人车网,2
南宁,2017-09-03,福特,嘉年华两厢,二手车之家,看车网（南宁）,看车网,2
岳阳,2017-09-03,福特,嘉年华三厢,淘车,看车网（岳阳）,看车网,2
南昌,2017-09-03,福特,嘉年华三厢,淘车,看车网（南昌）,看车网,2
西安,2017-09-03,福特,嘉年华两厢,二手车之家,西安中宝汽车销售服务有限公司,华晨宝马,3
惠州,2017-09-03,福特,嘉年华三厢,淘车,人人车（惠州）,人人车网,2
沈阳,2017-09-03,福特,嘉年华三厢,淘车,人人车（沈阳）,人人车网,2
广州,2017-09-03,福特,嘉年华三厢,淘车,看车网（广州）,看车网,2
南京,2017-09-03,福特,嘉年华三厢,淘车,人人车（南京）,人人车网,2
上海,2017-09-03,福特,嘉年华两厢,二手车之家,上海恒谨汽车销售有限公司,网络媒体,3
石家庄,2017-09-03,福特,嘉年华两厢,人人车,人人车（石家庄）,人人车网,2
潍坊,2017-09-03,福特,嘉年华两厢,二手车之家,潍坊广华汽车销售服务有限公司,一汽奥迪,3
宁波,2017-09-03,福特,嘉年华两厢,瓜子,瓜子（宁波）,瓜子网,2
北京,2017-09-03,福特,嘉年华三厢,瓜子,瓜子（北京）,瓜子网,2
苏州,2017-09-02,福特,嘉年华两厢,瓜子,瓜子（苏州）,瓜子网,2
西安,2017-09-02,福特,嘉年华两厢,人人车,人人车（西安）,人人车网,2
南京,2017-09-02,福特,嘉年华两厢,瓜子,瓜子（南京）,瓜子网,2
西安,2017-09-02,福特,嘉年华三厢,人人车,人人车（西安）,人人车网,2
西安,2017-09-02,福特,嘉年华三厢,淘车,人人车（西安）,人人车网,2
南通,2017-09-02,福特,嘉年华三厢,淘车,人人车（南通）,人人车网,2
石家庄,2017-09-02,福特,嘉年华两厢,二手车之家,石家庄众马汽车贸易有限公司,网络媒体,3
重庆,2017-09-02,福特,嘉年华两厢,二手车之家,重庆万家雅迪汽车销售服务有限公司,一汽奥迪,3
西安,2017-09-02,福特,嘉年华三厢,淘车,人人车（西安）,人人车网,2
广州,2017-09-02,福特,嘉年华三厢,淘车,看车网（广州）,看车网,2
青岛,2017-09-02,福特,嘉年华三厢,淘车,人人车（青岛）,人人车网,2
昆明,2017-09-02,福特,嘉年华三厢,淘车,人人车（昆明）,人人车网,2
佛山,2017-09-02,福特,嘉年华三厢,淘车,人人车（佛山）,人人车网,2
佛山,2017-09-02,福特,嘉年华两厢,人人车,人人车（佛山）,人人车网,2
苏州,2017-09-02,福特,嘉年华三厢,淘车,人人车（苏州）,人人车网,2
苏州,2017-09-02,福特,嘉年华三厢,淘车,人人车（苏州）,人人车网,2
淮安,2017-09-02,福特,嘉年华三厢,二手车之家,淮安市二手车交易市场小克二手车,网络媒体,3
沈阳,2017-09-01,福特,嘉年华三厢,瓜子,瓜子（沈阳）,瓜子网,2
东莞,2017-09-01,福特,嘉年华三厢,淘车,人人车（东莞）,人人车网,2
郑州,2017-09-01,福特,嘉年华三厢,淘车,人人车（郑州）,人人车网,2
西安,2017-09-01,福特,嘉年华三厢,淘车,看车网（西安）,看车网,2
南京,2017-09-01,福特,嘉年华三厢,淘车,看车网（南京）,看车网,2
北京,2017-09-01,福特,嘉年华三厢,人人车,人人车（北京）,人人车网,2
南昌,2017-09-01,福特,嘉年华三厢,二手车之家,江西盛和二手车,网络媒体,3
济南,2017-09-01,福特,嘉年华两厢,二手车之家,看车网（济南）,看车网,2
武汉,2017-09-01,福特,嘉年华三厢,淘车,人人车（武汉）,人人车网,2
成都,2017-09-01,福特,嘉年华三厢,淘车,人人车（成都）,人人车网,2
沧州,2017-09-01,福特,嘉年华三厢,二手车之家,沧州优选二手车,网络媒体,3
石家庄,2017-09-01,福特,嘉年华两厢,二手车之家,石家庄众马汽车贸易有限公司,网络媒体,3
沧州,2017-09-01,福特,嘉年华两厢,二手车之家,沧州优选二手车,网络媒体,3
惠州,2017-09-01,福特,嘉年华三厢,淘车,人人车（惠州）,人人车网,2
太原,2017-09-01,福特,嘉年华三厢,淘车,看车网（太原）,看车网,2
西安,2017-09-01,福特,嘉年华三厢,淘车,看车网（西安）,看车网,2
成都,2017-09-01,福特,嘉年华两厢,人人车,人人车（成都）,人人车网,2
南京,2017-09-01,福特,嘉年华两厢,二手车之家,南京佳信二手车,网络媒体,3
温州,2017-09-01,福特,嘉年华三厢,淘车,温州市长久汽车服务有限公司,网络媒体,3
昆明,2017-09-01,福特,嘉年华三厢,淘车,人人车（昆明）,人人车网,2
南通,2017-09-01,福特,嘉年华三厢,淘车,人人车（南通）,人人车网,2
南通,2017-09-01,福特,嘉年华两厢,人人车,人人车（南通）,人人车网,2
天津,2017-09-01,福特,嘉年华两厢,优车诚品,优车诚品（天津店）,网络媒体,3
温州,2017-09-01,福特,嘉年华两厢,二手车之家,温州市好平汽车服务有限公司,网络媒体,3
承德,2017-09-01,福特,嘉年华两厢,上海通用,承德兴耀汽车销售服务有限公司,上汽通用别克,3
青岛,2017-09-01,福特,嘉年华两厢,长安福特,成悦达（长安福特）,长安福特,3
廊坊,2017-09-01,福特,嘉年华三厢,淘车,看车网（廊坊）,看车网,2
济南,2017-09-01,福特,嘉年华三厢,淘车,看车网（济南）,看车网,2
成都,2017-08-31,福特,嘉年华三厢,淘车,人人车（成都）,人人车网,2
南京,2017-08-31,福特,嘉年华三厢,淘车,看车网（南京）,看车网,2
南京,2017-08-31,福特,嘉年华三厢,淘车,人人车（南京）,人人车网,2
苏州,2017-08-31,福特,嘉年华两厢,瓜子,瓜子（苏州）,瓜子网,2
南京,2017-08-31,福特,嘉年华两厢,人人车,人人车（南京）,人人车网,2
北京,2017-08-31,福特,嘉年华两厢,瓜子,瓜子（北京）,瓜子网,2
武汉,2017-08-31,福特,嘉年华三厢,淘车,看车网（武汉）,看车网,2
邯郸,2017-08-31,福特,嘉年华三厢,淘车,看车网（邯郸）,看车网,2
长春,2017-08-31,福特,嘉年华三厢,淘车,人人车（长春）,人人车网,2
包头,2017-08-31,福特,嘉年华三厢,淘车,看车网（包头）,看车网,2
昆明,2017-08-31,福特,嘉年华三厢,淘车,人人车（昆明）,人人车网,2
常州,2017-08-31,福特,嘉年华三厢,瓜子,瓜子（常州）,瓜子网,2
昆明,2017-08-31,福特,嘉年华三厢,二手车之家,云南宝睿二手车经销有限公司,网络媒体,3
佛山,2017-08-31,福特,嘉年华三厢,二手车之家,佛山一车邦二手车,网络媒体,3
自贡,2017-08-31,福特,嘉年华两厢,瓜子,瓜子（自贡）,瓜子网,2
哈尔滨,2017-08-31,福特,嘉年华三厢,淘车,人人车（哈尔滨）,人人车网,2
哈尔滨,2017-08-31,福特,嘉年华两厢,人人车,人人车（哈尔滨）,人人车网,2
上海,2017-08-31,福特,嘉年华三厢,淘车,人人车（上海）,人人车网,2
南京,2017-08-31,福特,嘉年华三厢,淘车,看车网（南京）,看车网,2
南京,2017-08-31,福特,嘉年华三厢,淘车,看车网（南京）,看车网,2
重庆,2017-08-31,福特,嘉年华三厢,淘车,看车网（重庆）,看车网,2
重庆,2017-08-31,福特,嘉年华三厢,淘车,看车网（重庆）,看车网,2
呼和浩特,2017-08-31,福特,嘉年华两厢,人人车,人人车（呼和浩特）,人人车网,2
南京,2017-08-31,福特,嘉年华两厢,人人车,人人车（南京）,人人车网,2
昆明,2017-08-30,福特,嘉年华两厢,人人车,人人车（昆明）,人人车网,2
南京,2017-08-30,福特,嘉年华三厢,淘车,人人车（南京）,人人车网,2
重庆,2017-08-30,福特,嘉年华三厢,瓜子,瓜子（重庆）,瓜子网,2
珠海,2017-08-30,福特,嘉年华两厢,二手车之家,看车网（珠海）,看车网,2
济宁,2017-08-30,福特,嘉年华两厢,二手车之家,济宁邹城0537名车行,网络媒体,3
西安,2017-08-30,福特,嘉年华三厢,淘车,人人车（西安）,人人车网,2
郑州,2017-08-30,福特,嘉年华两厢,瓜子,瓜子（郑州）,瓜子网,2
合肥,2017-08-30,福特,嘉年华两厢,人人车,人人车（合肥）,人人车网,2
深圳,2017-08-30,福特,嘉年华两厢,瓜子,瓜子（深圳）,瓜子网,2
呼和浩特,2017-08-30,福特,嘉年华两厢,瓜子,瓜子（呼和浩特）,瓜子网,2
杭州,2017-08-30,福特,嘉年华两厢,二手车之家,杭州同清旧机动车经纪有限公司,网络媒体,3
咸阳,2017-08-30,福特,嘉年华两厢,人人车,人人车（咸阳）,人人车网,2
西安,2017-08-30,福特,嘉年华三厢,二手车之家,西安车管家,网络媒体,3
东莞,2017-08-30,福特,嘉年华三厢,淘车,人人车（东莞）,人人车网,2
南宁,2017-08-30,福特,嘉年华两厢,二手车之家,卓勋二手车交易公司,网络媒体,3
成都,2017-08-30,福特,嘉年华三厢,淘车,人人车（成都）,人人车网,2
昆明,2017-08-30,福特,嘉年华三厢,淘车,人人车（昆明）,人人车网,2
成都,2017-08-30,福特,嘉年华两厢,二手车之家,看车网（成都）,看车网,2
南京,2017-08-30,福特,嘉年华三厢,淘车,看车网（南京）,看车网,2
常州,2017-08-30,福特,嘉年华两厢,人人车,人人车（常州）,人人车网,2
