城市,首次发布时间,标准品牌,标准车系,站点,成份车商名,来源,天眼属性
西安,2017/5/5 17:02,别克,凯越,百姓,,,
泉州,2017/5/5 17:01,别克,凯越,二手车之家,,,
上海,2017/5/5 17:00,别克,凯越,二手车之家,,,
上海,2017/5/5 17:00,别克,凯越,百姓,,,
武汉,2017/5/5 16:57,别克,凯越,二手车之家,,,
株洲,2017/5/5 16:57,别克,凯越,二手车之家,株洲志成车行,网络媒体,3
上海,2017/5/5 16:56,别克,凯越,淘车,,,
佛山,2017/5/5 16:56,别克,凯越,58同城,,,
沈阳,2017/5/5 16:56,别克,凯越,58同城,,,
连云港,2017/5/5 16:54,别克,凯越,58同城,,,
唐山,2017/5/5 16:51,别克,凯越,58同城,,,
梅州,2017/5/5 16:51,别克,凯越,大搜车,,,
邳州,2017/5/5 16:51,别克,凯越,58同城,,,
长沙,2017/5/5 16:50,别克,凯越,273,,,
温州,2017/5/5 16:48,别克,凯越,58同城,,,
福州,2017/5/5 16:48,别克,凯越,58同城,,,
西安,2017/5/5 16:47,别克,凯越,人人车,人人车（西安）,人人车网,2
盘锦,2017/5/5 16:47,别克,凯越HRV,58同城,,,
大理,2017/5/5 16:46,别克,凯越,二手车之家,,,
宁波,2017/5/5 16:44,别克,凯越,淘车,,,
福州,2017/5/5 16:44,别克,凯越,58同城,,,
常州,2017/5/5 16:43,别克,凯越,58同城,,,
宁波,2017/5/5 16:42,别克,凯越,淘车,,,
北京,2017/5/5 16:42,别克,凯越HRV,58同城,,,
海口,2017/5/5 16:42,别克,凯越HRV,58同城,,,
大连,2017/5/5 16:41,别克,凯越,淘车,,,
宁波,2017/5/5 16:41,别克,凯越,淘车,,,
东莞,2017/5/5 16:39,别克,凯越,58同城,,,
三亚,2017/5/5 16:38,别克,凯越,58同城,,,
滁州,2017/5/5 16:37,别克,凯越,二手车之家,,,
福州,2017/5/5 16:37,别克,凯越,273,,,
龙岩,2017/5/5 16:34,别克,凯越,二手车之家,,,
襄阳,2017/5/5 16:34,别克,凯越HRV,58同城,,,
合肥,2017/5/5 16:31,别克,凯越HRV,二手车之家,,,
郑州,2017/5/5 16:31,别克,凯越,二手车之家,,,
西安,2017/5/5 16:31,别克,凯越,58同城,,,
成都,2017/5/5 16:31,别克,凯越,淘车,,,
中山,2017/5/5 16:30,别克,凯越,二手车之家,看车网（中山）,看车网,2
遂宁,2017/5/5 16:29,别克,凯越HRV,58同城,,,
上海,2017/5/5 16:28,别克,凯越,58同城,,,
沈阳,2017/5/5 16:27,别克,凯越,二手车之家,,,
郑州,2017/5/5 16:26,别克,凯越,二手车之家,,,
长沙,2017/5/5 16:26,别克,凯越,二手车之家,,,
银川,2017/5/5 16:26,别克,凯越,二手车之家,,,
长沙,2017/5/5 16:26,别克,凯越,二手车之家,,,
厦门,2017/5/5 16:26,别克,凯越,百姓,,,
福州,2017/5/5 16:25,别克,凯越,二手车之家,,,
蚌埠,2017/5/5 16:25,别克,凯越,瓜子,瓜子（蚌埠）,瓜子网,2
北京,2017/5/5 16:25,别克,凯越,淘车,看车网（北京）,看车网,2
宁波,2017/5/5 16:24,别克,凯越,淘车,,,
成都,2017/5/5 16:24,别克,凯越,淘车,,,
泰州,2017/5/5 16:23,别克,凯越,瓜子,瓜子（泰州）,瓜子网,2
大理,2017/5/5 16:20,别克,凯越,273,,,
枣庄,2017/5/5 16:20,别克,凯越HRV,58同城,,,
福州,2017/5/5 16:19,别克,凯越,273,,,
济南,2017/5/5 16:18,别克,凯越HRV,58同城,,,
长沙,2017/5/5 16:18,别克,凯越,淘车,,,
衡阳,2017/5/5 16:18,别克,凯越,淘车,衡阳华源汽车销售服务有限公司,一汽奥迪,3
哈尔滨,2017/5/5 16:16,别克,凯越,搜狐,,,
乌鲁木齐,2017/5/5 16:15,别克,凯越,搜狐,,,
岳阳,2017/5/5 16:14,别克,凯越,淘车,,,
漳州,2017/5/5 16:14,别克,凯越,273,,,
成都,2017/5/5 16:14,别克,凯越,58同城,,,
西安,2017/5/5 16:14,别克,凯越,淘车,,,
滁州,2017/5/5 16:13,别克,凯越,大搜车,,,
深圳,2017/5/5 16:09,别克,凯越,淘车,人人车（深圳）,人人车网,2
绍兴,2017/5/5 16:09,别克,凯越HRV,58同城,,,
河池,2017/5/5 16:09,别克,凯越,百姓,,,
曲靖,2017/5/5 16:08,别克,凯越,273,,,
洛阳,2017/5/5 16:07,别克,凯越,淘车,,,
合肥,2017/5/5 16:07,别克,凯越HRV,淘车,,,
兰州,2017/5/5 16:07,别克,凯越,58同城,,,
郑州,2017/5/5 16:06,别克,凯越,二手车之家,,,
宁波,2017/5/5 16:05,别克,凯越,二手车之家,,,
金华,2017/5/5 16:05,别克,凯越,二手车之家,,,
日照,2017/5/5 16:05,别克,凯越,58同城,,,
泉州,2017/5/5 16:04,别克,凯越,淘车,,,
长沙,2017/5/5 16:04,别克,凯越,58同城,,,
泉州,2017/5/5 16:04,别克,凯越,上海通用,泉州通海汽车销售服务有限公司,上汽通用别克,3
青岛,2017/5/5 16:01,别克,凯越,58同城,,,
宁波,2017/5/5 16:00,别克,凯越,二手车之家,,,
成都,2017/5/5 16:00,别克,凯越,58同城,,,
宁波,2017/5/5 16:00,别克,凯越,淘车,,,
东莞,2017/5/5 15:59,别克,凯越旅行车,58同城,,,
武汉,2017/5/5 15:58,别克,凯越HRV,58同城,,,
长沙,2017/5/5 15:57,别克,凯越,淘车,,,
镇江,2017/5/5 15:57,别克,凯越,淘车,江苏淘车乐镇江公司,网络媒体,2
青岛,2017/5/5 15:56,别克,凯越,58同城,,,
宁波,2017/5/5 15:55,别克,凯越,58同城,,,
宁波,2017/5/5 15:54,别克,凯越,淘车,,,
福州,2017/5/5 15:54,别克,凯越,273,,,
保定,2017/5/5 15:53,别克,凯越,58同城,,,
滁州,2017/5/5 15:51,别克,凯越,58同城,,,
石家庄,2017/5/5 15:51,别克,凯越,淘车,,,
无锡,2017/5/5 15:50,别克,凯越,广汽丰田,广汽丰田无锡广鑫旺庄店,广汽丰田,3
潍坊,2017/5/5 15:49,别克,凯越,58同城,,,
宁波,2017/5/5 15:48,别克,凯越HRV,58同城,,,
泉州,2017/5/5 15:48,别克,凯越,273,,,
武汉,2017/5/5 15:48,别克,凯越,58同城,,,
武汉,2017/5/5 15:48,别克,凯越,二手车之家,,,
泉州,2017/5/5 15:48,别克,凯越,273,,,
武汉,2017/5/5 15:47,别克,凯越,二手车之家,看车网（武汉）,看车网,2
郑州,2017/5/5 15:45,别克,凯越,淘车,,,
温州,2017/5/5 15:45,别克,凯越,58同城,,,
葫芦岛,2017/5/5 15:43,别克,凯越,百姓,,,
武汉,2017/5/5 15:41,别克,凯越,淘车,看车网（武汉）,看车网,2
上海,2017/5/5 15:41,别克,凯越,淘车,,,
合肥,2017/5/5 15:41,别克,凯越,搜狐,,,
嘉兴,2017/5/5 15:40,别克,凯越,淘车,,,
青岛,2017/5/5 15:40,别克,凯越,淘车,,,
开封,2017/5/5 15:38,别克,凯越,273,,,
合肥,2017/5/5 15:38,别克,凯越,华夏二手车,,,
武汉,2017/5/5 15:36,别克,凯越,大搜车,,,
南京,2017/5/5 15:36,别克,凯越,搜狐,,,
南宁,2017/5/5 15:36,别克,凯越,淘车,,,
兰州,2017/5/5 15:36,别克,凯越,搜狐,,,
深圳,2017/5/5 15:36,别克,凯越,淘车,,,
襄阳,2017/5/5 15:35,别克,凯越,淘车,看车网（襄阳）,看车网,2
厦门,2017/5/5 15:35,别克,凯越,58同城,,,
中山,2017/5/5 15:35,别克,凯越,淘车,,,
开封,2017/5/5 15:35,别克,凯越,273,,,
厦门,2017/5/5 15:34,别克,凯越,淘车,,,
厦门,2017/5/5 15:34,别克,凯越,淘车,,,
昆明,2017/5/5 15:33,别克,凯越,273,,,
厦门,2017/5/5 15:33,别克,凯越,华夏二手车,,,
汕尾,2017/5/5 15:33,别克,凯越,二手车之家,,,
威海,2017/5/5 15:33,别克,凯越,二手车之家,,,
来宾,2017/5/5 15:33,别克,凯越,百姓,,,
石家庄,2017/5/5 15:32,别克,凯越,搜狐,,,
枣庄,2017/5/5 15:32,别克,凯越,二手车之家,,,
郑州,2017/5/5 15:32,别克,凯越,淘车,人人车（郑州）,人人车网,2
上海,2017/5/5 15:32,别克,凯越,搜狐,,,
青岛,2017/5/5 15:29,别克,凯越,58同城,,,
苏州,2017/5/5 15:29,别克,凯越,58同城,,,
重庆,2017/5/5 15:29,别克,凯越,58同城,,,
北京,2017/5/5 15:29,别克,凯越,百姓,,,
福州,2017/5/5 15:28,别克,凯越,百姓,,,
西安,2017/5/5 15:27,别克,凯越,搜狐,,,
东莞,2017/5/5 15:27,别克,凯越,58同城,,,
上海,2017/5/5 15:27,别克,凯越,搜狐,,,
郑州,2017/5/5 15:26,别克,凯越,58同城,,,
昆明,2017/5/5 15:25,别克,凯越,58同城,,,
绍兴,2017/5/5 15:24,别克,凯越HRV,二手车之家,,,
常州,2017/5/5 15:24,别克,凯越,瓜子,瓜子（常州）,瓜子网,2
西安,2017/5/5 15:24,别克,凯越,淘车,,,
吉林,2017/5/5 15:22,别克,凯越,58同城,,,
上海,2017/5/5 15:21,别克,凯越,瓜子,瓜子（上海）,瓜子网,2
深圳,2017/5/5 15:20,别克,凯越,58同城,,,
昆明,2017/5/5 15:20,别克,凯越,58同城,,,
石家庄,2017/5/5 15:20,别克,凯越,58同城,看车网（石家庄）,看车网,2
石家庄,2017/5/5 15:19,别克,凯越,百姓,,,
上海,2017/5/5 15:17,别克,凯越,58同城,,,
苏州,2017/5/5 15:14,别克,凯越,58同城,,,
厦门,2017/5/5 15:14,别克,凯越,淘车,,,
中山,2017/5/5 15:14,别克,凯越,58同城,看车网（长沙）,看车网,2
东莞,2017/5/5 15:13,别克,凯越,58同城,,,
桂林,2017/5/5 15:13,别克,凯越,百姓,,,
宁波,2017/5/5 15:12,别克,凯越旅行车,58同城,,,
苏州,2017/5/5 15:11,别克,凯越,第一车网,苏州丰丰汽车销售服务有限公司,东风悦达起亚,3
宁波,2017/5/5 15:06,别克,凯越,58同城,,,
揭阳,2017/5/5 15:03,别克,凯越,58同城,,,
上海,2017/5/5 14:59,别克,凯越,二手车之家,,,
成都,2017/5/5 14:56,别克,凯越,淘车,,,
株洲,2017/5/5 14:56,别克,凯越,二手车之家,,,
福州,2017/5/5 14:55,别克,凯越HRV,百姓,,,
乌鲁木齐,2017/5/5 14:54,别克,凯越,58同城,,,
济南,2017/5/5 14:54,别克,凯越,淘车,,,
南宁,2017/5/5 14:53,别克,凯越,淘车,,,
上海,2017/5/5 14:50,别克,凯越,淘车,,,
金华,2017/5/5 14:50,别克,凯越,淘车,,,
郑州,2017/5/5 14:49,别克,凯越,淘车,,,
苏州,2017/5/5 14:49,别克,凯越,淘车,,,
上海,2017/5/5 14:49,别克,凯越,58同城,看车网（长沙）,看车网,2
济南,2017/5/5 14:49,别克,凯越,58同城,,,
昆明,2017/5/5 14:48,别克,凯越,273,,,
常州,2017/5/5 14:48,别克,凯越,58同城,,,
泉州,2017/5/5 14:48,别克,凯越,淘车,,,
济南,2017/5/5 14:46,别克,凯越,百姓,,,
银川,2017/5/5 14:45,别克,凯越,273,,,
重庆,2017/5/5 14:44,别克,凯越,淘车,,,
宁波,2017/5/5 14:43,别克,凯越,二手车之家,,,
宁波,2017/5/5 14:41,别克,凯越,二手车之家,,,
南京,2017/5/5 14:41,别克,凯越,看车网,,,
厦门,2017/5/5 14:39,别克,凯越旅行车,273,,,
无锡,2017/5/5 14:37,别克,凯越,看车网,,,
泉州,2017/5/5 14:36,别克,凯越,58同城,,,
成都,2017/5/5 14:36,别克,凯越,58同城,看车网（长沙）,看车网,2
南京,2017/5/5 14:36,别克,凯越,看车网,,,
东莞,2017/5/5 14:36,别克,凯越,看车网,,,
成都,2017/5/5 14:36,别克,凯越,百姓,,,
长沙,2017/5/5 14:35,别克,凯越,淘车,,,
银川,2017/5/5 14:34,别克,凯越,58同城,,,
长春,2017/5/5 14:31,别克,凯越,58同城,,,
福州,2017/5/5 14:30,别克,凯越,淘车,,,
武汉,2017/5/5 14:30,别克,凯越,淘车,,,
宁波,2017/5/5 14:29,别克,凯越HRV,58同城,,,
武汉,2017/5/5 14:28,别克,凯越,淘车,,,
北京,2017/5/5 14:28,别克,凯越旅行车,58同城,,,
肇庆,2017/5/5 14:28,别克,凯越HRV,58同城,,,
太原,2017/5/5 14:28,别克,凯越,二手车之家,,,
温州,2017/5/5 14:28,别克,凯越,看车网,,,
宁波,2017/5/5 14:27,别克,凯越,淘车,,,
曲靖,2017/5/5 14:27,别克,凯越,58同城,,,
长沙,2017/5/5 14:27,别克,凯越,58同城,,,
西安,2017/5/5 14:26,别克,凯越,人人车,人人车（西安）,人人车网,2
郑州,2017/5/5 14:25,别克,凯越,58同城,,,
大连,2017/5/5 14:24,别克,凯越HRV,58同城,,,
新乡,2017/5/5 14:24,别克,凯越HRV,58同城,,,
益阳,2017/5/5 14:24,别克,凯越,二手车之家,,,
南京,2017/5/5 14:23,别克,凯越,人人车,人人车（南京）,人人车网,2
徐州,2017/5/5 14:23,别克,凯越,二手车之家,,,
深圳,2017/5/5 14:22,别克,凯越,看车网,,,
秦皇岛,2017/5/5 14:21,别克,凯越,华夏二手车,,,
长春,2017/5/5 14:20,别克,凯越,淘车,,,
深圳,2017/5/5 14:20,别克,凯越,看车网,,,
深圳,2017/5/5 14:19,别克,凯越,看车网,,,
青岛,2017/5/5 14:17,别克,凯越,二手车之家,,,
成都,2017/5/5 14:17,别克,凯越,淘车,,,
株洲,2017/5/5 14:17,别克,凯越,大搜车,,,
福州,2017/5/5 14:15,别克,凯越,58同城,,,
镇江,2017/5/5 14:15,别克,凯越,58同城,,,
丽水,2017/5/5 14:15,别克,凯越,58同城,,,
杭州,2017/5/5 14:15,别克,凯越旅行车,百姓,,,
宁波,2017/5/5 14:14,别克,凯越,二手车之家,,,
酒泉,2017/5/5 14:14,别克,凯越,58同城,,,
福州,2017/5/5 14:13,别克,凯越,58同城,,,
南京,2017/5/5 14:13,别克,凯越,二手车之家,,,
南宁,2017/5/5 14:13,别克,凯越,瓜子,瓜子（南宁）,瓜子网,2
唐山,2017/5/5 14:13,别克,凯越,58同城,,,
宁波,2017/5/5 14:11,别克,凯越,二手车之家,,,
西安,2017/5/5 14:09,别克,凯越,二手车之家,,,
乌鲁木齐,2017/5/5 14:09,别克,凯越,58同城,,,
株洲,2017/5/5 14:09,别克,凯越,淘车,,,
北京,2017/5/5 14:04,别克,凯越,中古车网,,,
成都,2017/5/5 14:04,别克,凯越,搜狐,,,
长春,2017/5/5 14:03,别克,凯越,58同城,看车网（长沙）,看车网,2
无锡,2017/5/5 14:02,别克,凯越,淘车,看车网（无锡）,看车网,2
泰州,2017/5/5 14:00,别克,凯越,58同城,,,
台州,2017/5/5 14:00,别克,凯越,淘车,,,
武汉,2017/5/5 13:57,别克,凯越HRV,58同城,,,
广州,2017/5/5 13:57,别克,凯越,百姓,,,
杭州,2017/5/5 13:56,别克,凯越,二手车之家,,,
东莞,2017/5/5 13:56,别克,凯越,淘车,看车网（东莞）,看车网,2
北京,2017/5/5 13:55,别克,凯越,搜狐,,,
南京,2017/5/5 13:55,别克,凯越,58同城,,,
杭州,2017/5/5 13:55,别克,凯越,二手车之家,杭州骏达旧机动车经纪有限公司,网络媒体,3
株洲,2017/5/5 13:54,别克,凯越,58同城,,,
宁波,2017/5/5 13:54,别克,凯越,二手车之家,,,
南京,2017/5/5 13:52,别克,凯越,二手车之家,看车网（南京）,看车网,2
南京,2017/5/5 13:52,别克,凯越,二手车之家,看车网（南京）,看车网,2
乌鲁木齐,2017/5/5 13:52,别克,凯越,搜狐,,,
武汉,2017/5/5 13:51,别克,凯越,二手车之家,武汉恒信奥龙汽车销售服务有限公司,一汽奥迪,3
厦门,2017/5/5 13:51,别克,凯越,58同城,,,
成都,2017/5/5 13:49,别克,凯越,58同城,,,
台州,2017/5/5 13:49,别克,凯越,二手车之家,,,
临夏,2017/5/5 13:49,别克,凯越,二手车之家,,,
成都,2017/5/5 13:49,别克,凯越,淘车,,,
保定,2017/5/5 13:47,别克,凯越,58同城,,,
合肥,2017/5/5 13:47,别克,凯越,二手车之家,,,
九江,2017/5/5 13:46,别克,凯越,二手车之家,,,
苏州,2017/5/5 13:46,别克,凯越,58同城,,,
合肥,2017/5/5 13:45,别克,凯越,第一车网,安徽奥祥汽车销售服务有限公司,一汽奥迪,3
泉州,2017/5/5 13:45,别克,凯越,273,,,
温州,2017/5/5 13:45,别克,凯越,58同城,,,
北京,2017/5/5 13:44,别克,凯越,58同城,,,
武汉,2017/5/5 13:44,别克,凯越,百姓,,,
福州,2017/5/5 13:43,别克,凯越,淘车,,,
乌鲁木齐,2017/5/5 13:43,别克,凯越,58同城,,,
酒泉,2017/5/5 13:41,别克,凯越,58同城,,,
福州,2017/5/5 13:41,别克,凯越HRV,58同城,,,
龙岩,2017/5/5 13:41,别克,凯越,58同城,,,
酒泉,2017/5/5 13:40,别克,凯越,58同城,,,
临沂,2017/5/5 13:40,别克,凯越,58同城,,,
黄山,2017/5/5 13:40,别克,凯越,58同城,,,
商丘,2017/5/5 13:39,别克,凯越,58同城,,,
东莞,2017/5/5 13:39,别克,凯越,58同城,,,
酒泉,2017/5/5 13:38,别克,凯越,58同城,,,
酒泉,2017/5/5 13:37,别克,凯越,58同城,,,
合肥,2017/5/5 13:36,别克,凯越HRV,第一车网,安徽奥祥汽车销售服务有限公司,一汽奥迪,3
无锡,2017/5/5 13:36,别克,凯越,58同城,,,
北京,2017/5/5 13:33,别克,凯越,58同城,,,
郑州,2017/5/5 13:33,别克,凯越,百姓,,,
台州,2017/5/5 13:31,别克,凯越,大搜车,,,
西安,2017/5/5 13:30,别克,凯越,淘车,,,
呼和浩特,2017/5/5 13:28,别克,凯越,58同城,,,
杭州,2017/5/5 13:28,别克,凯越,大搜车,,,
金华,2017/5/5 13:22,别克,凯越,淘车,,,
沈阳,2017/5/5 13:21,别克,凯越,华夏二手车,,,
黄石,2017/5/5 13:20,别克,凯越,58同城,,,
宁波,2017/5/5 13:18,别克,凯越,淘车,,,
台州,2017/5/5 13:15,别克,凯越,58同城,,,
台州,2017/5/5 13:14,别克,凯越,华夏二手车,,,
兰州,2017/5/5 13:11,别克,凯越,人人车,人人车（兰州）,人人车网,2
成都,2017/5/5 13:10,别克,凯越,第一车网,,,
南京,2017/5/5 13:10,别克,凯越,58同城,,,
六安,2017/5/5 13:08,别克,凯越,华夏二手车,,,
南宁,2017/5/5 13:08,别克,凯越,百姓,,,
温州,2017/5/5 13:05,别克,凯越,淘车,,,
南通,2017/5/5 13:04,别克,凯越,淘车,,,
常州,2017/5/5 13:03,别克,凯越,淘车,,,
杭州,2017/5/5 13:03,别克,凯越,华夏二手车,杭州骏达旧机动车经纪有限公司,网络媒体,3
宁波,2017/5/5 13:03,别克,凯越,淘车,,,
上海,2017/5/5 13:02,别克,凯越,淘车,,,
沈阳,2017/5/5 13:02,别克,凯越,58同城,,,
沈阳,2017/5/5 13:01,别克,凯越,淘车,,,
宁波,2017/5/5 13:00,别克,凯越,淘车,,,
哈尔滨,2017/5/5 13:00,别克,凯越,淘车,,,
东莞,2017/5/5 12:57,别克,凯越,淘车,东莞市粤腾二手车有限公司,网络媒体,3
江门,2017/5/5 12:55,别克,凯越旅行车,看车网,,,
青岛,2017/5/5 12:54,别克,凯越,二手车之家,,,
合肥,2017/5/5 12:51,别克,凯越,人人车,人人车（合肥）,人人车网,2
福州,2017/5/5 12:50,别克,凯越,273,,,
桂林,2017/5/5 12:50,别克,凯越,58同城,,,
长沙,2017/5/5 12:50,别克,凯越,淘车,,,
台州,2017/5/5 12:50,别克,凯越旅行车,百姓,,,
厦门,2017/5/5 12:49,别克,凯越,273,,,
广州,2017/5/5 12:49,别克,凯越,看车网,,,
北京,2017/5/5 12:48,别克,凯越,上海通用,北京运通博雅汽车销售服务有限公司,上汽通用别克,3
广州,2017/5/5 12:46,别克,凯越,淘车,,,
潍坊,2017/5/5 12:43,别克,凯越,人人车,人人车（潍坊）,人人车网,2
泸州,2017/5/5 12:41,别克,凯越,58同城,,,
唐山,2017/5/5 12:40,别克,凯越,淘车,,,
吕梁,2017/5/5 12:38,别克,凯越,二手车之家,,,
太原,2017/5/5 12:38,别克,凯越,58同城,,,
上海,2017/5/5 12:36,别克,凯越,58同城,,,
青岛,2017/5/5 12:36,别克,凯越,58同城,,,
西安,2017/5/5 12:36,别克,凯越,58同城,,,
福州,2017/5/5 12:36,别克,凯越,58同城,,,
台州,2017/5/5 12:35,别克,凯越,大搜车,,,
金华,2017/5/5 12:34,别克,凯越,二手车之家,,,
义乌,2017/5/5 12:33,别克,凯越,58同城,,,
宁波,2017/5/5 12:32,别克,凯越,二手车之家,,,
临沂,2017/5/5 12:31,别克,凯越,58同城,,,
武汉,2017/5/5 12:30,别克,凯越,二手车之家,武汉恒信奥龙汽车销售服务有限公司,一汽奥迪,3
金华,2017/5/5 12:30,别克,凯越,搜狐,,,
郑州,2017/5/5 12:30,别克,凯越,58同城,,,
上海,2017/5/5 12:27,别克,凯越,二手车之家,,,
廊坊,2017/5/5 12:27,别克,凯越,二手车之家,,,
泰州,2017/5/5 12:27,别克,凯越,大搜车,,,
淮北,2017/5/5 12:27,别克,凯越,273,,,
重庆,2017/5/5 12:27,别克,凯越,二手车之家,,,
南京,2017/5/5 12:26,别克,凯越,大搜车,,,
上海,2017/5/5 12:25,别克,凯越旅行车,二手车之家,,,
苏州,2017/5/5 12:25,别克,凯越,58同城,,,
桂林,2017/5/5 12:24,别克,凯越,二手车之家,,,
宁波,2017/5/5 12:24,别克,凯越,二手车之家,,,
宁波,2017/5/5 12:24,别克,凯越,58同城,,,
抚州,2017/5/5 12:23,别克,凯越,二手车之家,,,
昆明,2017/5/5 12:21,别克,凯越,58同城,,,
永州,2017/5/5 12:21,别克,凯越,58同城,,,
常德,2017/5/5 12:21,别克,凯越,二手车之家,,,
宿迁,2017/5/5 12:19,别克,凯越,优信,,,
常德,2017/5/5 12:19,别克,凯越,优信,,,
深圳,2017/5/5 12:18,别克,凯越,淘车,人人车（深圳）,人人车网,2
鞍山,2017/5/5 12:18,别克,凯越,58同城,,,
宜春,2017/5/5 12:17,别克,凯越,第一车网,宜春市诚悦二手车销售服务有限公司,网络媒体,3
茂名,2017/5/5 12:17,别克,凯越,百姓,,,
台州,2017/5/5 12:13,别克,凯越,第一车网,,,
厦门,2017/5/5 12:13,别克,凯越HRV,273,,,
厦门,2017/5/5 12:11,别克,凯越,273,,,
贵阳,2017/5/5 12:10,别克,凯越,58同城,,,
茂名,2017/5/5 12:07,别克,凯越HRV,58同城,,,
绥化,2017/5/5 12:05,别克,凯越,58同城,,,
济宁,2017/5/5 12:05,别克,凯越,58同城,,,
福州,2017/5/5 12:05,别克,凯越,58同城,,,
宁波,2017/5/5 12:04,别克,凯越,58同城,,,
平顶山,2017/5/5 12:04,别克,凯越,华夏二手车,,,
福州,2017/5/5 12:03,别克,凯越,58同城,,,
烟台,2017/5/5 12:02,别克,凯越,58同城,,,
成都,2017/5/5 12:01,别克,凯越,淘车,,,
常州,2017/5/5 12:00,别克,凯越,淘车,,,
苏州,2017/5/5 11:59,别克,凯越,二手车之家,,,
成都,2017/5/5 11:59,别克,凯越,淘车,,,
东莞,2017/5/5 11:58,别克,凯越,淘车,,,
宁波,2017/5/5 11:58,别克,凯越,淘车,江东蜗牛二手车经纪有限公司,网络媒体,3
包头,2017/5/5 11:58,别克,凯越旅行车,百姓,,,
南京,2017/5/5 11:57,别克,凯越,淘车,,,
池州,2017/5/5 11:57,别克,凯越,二手车之家,,,
南京,2017/5/5 11:57,别克,凯越,淘车,,,
宁波,2017/5/5 11:57,别克,凯越,淘车,,,
温州,2017/5/5 11:56,别克,凯越,淘车,看车网（温州）,看车网,2
长沙,2017/5/5 11:56,别克,凯越,淘车,,,
厦门,2017/5/5 11:56,别克,凯越,淘车,,,
无锡,2017/5/5 11:56,别克,凯越,淘车,,,
厦门,2017/5/5 11:55,别克,凯越,淘车,,,
桂林,2017/5/5 11:55,别克,凯越,58同城,,,
柳州,2017/5/5 11:55,别克,凯越,二手车之家,,,
上海,2017/5/5 11:55,别克,凯越,淘车,,,
武汉,2017/5/5 11:54,别克,凯越,淘车,,,
桂林,2017/5/5 11:54,别克,凯越,58同城,,,
温州,2017/5/5 11:53,别克,凯越,58同城,看车网（长沙）,看车网,2
南京,2017/5/5 11:53,别克,凯越,百姓,,,
温州,2017/5/5 11:53,别克,凯越,淘车,,,
温州,2017/5/5 11:53,别克,凯越,百姓,,,
南宁,2017/5/5 11:48,别克,凯越,淘车,看车网（南宁）,看车网,2
上海,2017/5/5 11:45,别克,凯越,二手车之家,,,
深圳,2017/5/5 11:45,别克,凯越,淘车,,,
深圳,2017/5/5 11:44,别克,凯越,淘车,看车网（深圳）,看车网,2
上海,2017/5/5 11:43,别克,凯越,二手车之家,上海恒吉二手车经销有限公司,网络媒体,3
上海,2017/5/5 11:43,别克,凯越,二手车之家,,,
福州,2017/5/5 11:43,别克,凯越,273,,,
厦门,2017/5/5 11:41,别克,凯越,273,,,
青岛,2017/5/5 11:41,别克,凯越,58同城,,,
唐山,2017/5/5 11:41,别克,凯越,百姓,,,
无锡,2017/5/5 11:40,别克,凯越,广汽丰田,广汽丰田无锡广鑫旺庄店,广汽丰田,3
长沙,2017/5/5 11:39,别克,凯越,二手车之家,看车网（长沙）,看车网,2
苏州,2017/5/5 11:38,别克,凯越,淘车,,,
长沙,2017/5/5 11:37,别克,凯越,百姓,,,
银川,2017/5/5 11:36,别克,凯越,58同城,,,
大连,2017/5/5 11:35,别克,凯越,58同城,,,
宁波,2017/5/5 11:35,别克,凯越,华夏二手车,,,
衡水,2017/5/5 11:35,别克,凯越,58同城,,,
济南,2017/5/5 11:32,别克,凯越,58同城,,,
武汉,2017/5/5 11:31,别克,凯越,淘车,,,
苏州,2017/5/5 11:30,别克,凯越HRV,58同城,,,
沈阳,2017/5/5 11:30,别克,凯越,淘车,,,
苏州,2017/5/5 11:29,别克,凯越,273,,,
宁波,2017/5/5 11:29,别克,凯越,淘车,,,
西安,2017/5/5 11:29,别克,凯越,百姓,,,
福州,2017/5/5 11:28,别克,凯越,58同城,,,
宁波,2017/5/5 11:28,别克,凯越,淘车,,,
武汉,2017/5/5 11:28,别克,凯越,58同城,看车网（长沙）,看车网,2
唐山,2017/5/5 11:28,别克,凯越,搜狐,,,
金华,2017/5/5 11:28,别克,凯越,华夏二手车,,,
茂名,2017/5/5 11:27,别克,凯越,58同城,,,
西安,2017/5/5 11:26,别克,凯越,淘车,,,
长沙,2017/5/5 11:23,别克,凯越,二手车之家,,,
常州,2017/5/5 11:21,别克,凯越HRV,58同城,,,
柳州,2017/5/5 11:20,别克,凯越,58同城,,,
哈尔滨,2017/5/5 11:20,别克,凯越,58同城,,,
常州,2017/5/5 11:17,别克,凯越,二手车之家,,,
连云港,2017/5/5 11:17,别克,凯越,58同城,,,
福州,2017/5/5 11:16,别克,凯越,58同城,,,
苏州,2017/5/5 11:14,别克,凯越,58同城,,,
北京,2017/5/5 11:13,别克,凯越,58同城,,,
枣庄,2017/5/5 11:12,别克,凯越,二手车之家,,,
苏州,2017/5/5 11:12,别克,凯越,58同城,,,
南宁,2017/5/5 11:11,别克,凯越,二手车之家,,,
上海,2017/5/5 11:11,别克,凯越,二手车之家,,,
上海,2017/5/5 11:09,别克,凯越,上海通用,上海云峰金山汽车发展有限公司,上汽通用别克,3
深圳,2017/5/5 11:09,别克,凯越,二手车之家,,,
宁波,2017/5/5 11:09,别克,凯越,淘车,,,
西宁,2017/5/5 11:08,别克,凯越,58同城,,,
